Platform,ID,Title,Members,Views,Likes,Comments,Favorites,Shares,Date,URL
TIKTOK,7323737376092671250,And it feels like… we could do this all night 🌃⭐ https://IVE.lnk.to/AllNight  #IVE #아이브 #アイヴ #IVExSaweetie #IVEAllNight #AllNight #PopGoRock ,GROUP/UNKNOWN,4099999,480700,2710,,4245,2024-01-14,https://www.tiktok.com/@ive.official/video/7323737376092671250
TIKTOK,7216307535630978306,지구용사 #이은지 와 지락실 멤버들의 #내춤춰챌린지 💃🏼  #Kitsch #KitschChallenge #키치챌린지 #IVE #아이브 #ANYUJIN #안유진 #IveIVE #아이해브아이브 #뿅뿅지구오락실 #지락실 ,YUJIN,4099999,447900,1993,,1961,2023-03-30,https://www.tiktok.com/@ive.official/video/7216307535630978306
TIKTOK,7209503895993847042,댄스다람쥐 ver. Me Too 🐿️💗 #IVE #아이브 #GAEUL #가을 #MeToo #MeToochallenge,GAEUL,4099999,556500,4798,,4947,2023-03-12,https://www.tiktok.com/@ive.official/video/7209503895993847042
TIKTOK,7084595091582536961,LOVE DIVE 🐶💘#LOVEDIVEchallenge #러브다이브챌린지 #IVE #아이브 #YUJIN #유진 #LOVEDIVE #러브다이브,YUJIN,4099999,580500,3294,,4220,2022-04-09,https://www.tiktok.com/@ive.official/video/7084595091582536961
TIKTOK,7037818698630958338,#IVE #아이브 #LEESEO #이서#ELEVEN #ELEVENchallenge#일레븐챌린지 #다채로운쥐#Tiktok #틱톡,LEESEO,4099999,523900,5024,,7993,2021-12-04,https://www.tiktok.com/@ive.official/video/7037818698630958338
TIKTOK,7543882932037913864,BOB in your heart #IVE #아이브 #アイヴ #REI #레이 #レイ #IVE_SECRET  #XOXZ #IVE_XOXZ,REI,4000000,686900,2503,,20200,2025-08-29,https://www.tiktok.com/@ive.official/video/7543882932037913864
TIKTOK,7469667593297661192,감성기니 ⛄🌃 #IVE #아이브 #アイヴ  #GAEUL #가을 #ガウル  #REI #레이 #レイ  #IVE_EMPATHY  #ATTITUDE #IVE_ATTITUDE  #REBELHEART #IVE_REBELHEART  #ATTITUDEchallenge  #폭주기니 #폭주기니챌린지  #NewMusic ,REI/GAEUL,4000000,280900,1933,,3962,2025-02-10,https://www.tiktok.com/@ive.official/video/7469667593297661192
TIKTOK,7463080051995725063,💨💨💨 #IVE #아이브 #アイヴ  #ANYUJIN #안유진  #アンユジン #ユジン  #IVE_EMPATHY  #REBELHEART #IVE_REBELHEART  #ATTITUDE #IVE_ATTITUDE ,YUJIN,4000000,681200,4308,,8605,2025-01-23,https://www.tiktok.com/@ive.official/video/7463080051995725063
TIKTOK,7462631298251640072,기분이 안 좋을 땐 커플즈를 따라해 보세요. #IVE #아이브 #アイヴ  #REI #레이 #レイ #LIZ #리즈 #リズ #IVE_EMPATHY #REBELHEART #IVE_REBELHEART #ATTITUDE #IVE_ATTITUDE,REI/LIZ,4000000,451100,3077,,8382,2025-01-22,https://www.tiktok.com/@ive.official/video/7462631298251640072
TIKTOK,7459708812786748690,내 모양대로 💎🎀 #IVE #아이브 #アイヴ #LIZ #리즈 #リズ #IVE_EMPATHY #REBELHEART #IVE_REBELHEART #REBELHEARTchallenge #NewMusic ,LIZ,4000000,571600,4889,,8811,2025-01-14,https://www.tiktok.com/@ive.official/video/7459708812786748690
TIKTOK,7425105164287233298,I wanna get a 「NEW LOOK」 👗✨ #IVE #아이브 #アイヴ #REI #레이 #レイ,REI,4000000,518200,5052,,10500,2024-10-13,https://www.tiktok.com/@ive.official/video/7425105164287233298
TIKTOK,7370157700912631058,#진선규 선배님과 함께 #해야챌린지 #HEYAchallenge 😁☀️ #해야 #HEYA #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #2ndEP #IVE_SWITCH #더매직스타 #JINSUNKYU #NewMusic ,YUJIN,4000000,198500,2016,,8128,2024-05-18,https://www.tiktok.com/@ive.official/video/7370157700912631058
TIKTOK,7363544873271561488,이미 리즈가 이긴 패야🌞 #해야챌린지 #HEYAchallenge #해야 #HEYA #IVE #아이브 #アイヴ #LIZ #리즈 #リズ #2ndEP #IVE_SWITCH #NewMusic ,LIZ,4000000,498100,2268,,7512,2024-04-30,https://www.tiktok.com/@ive.official/video/7363544873271561488
TIKTOK,7293014704174157063,설윤중심🐰 #NMIXX #SULLYOON 님과 함께한 #BaddieChallenge (Easy ver.) 이 조합 너무 기특해요 복복복 🫳🫳🫳 칭찬 도장 💯💯💯 #Baddie #IVE #아이브 #アイヴ #REI #레이 #LIZ #리즈 #엔믹스 #설윤 #NewMusic ,REI/LIZ,4000000,529600,2669,,3871,2023-10-23,https://www.tiktok.com/@ive.official/video/7293014704174157063
TIKTOK,7181260712088587522,두 발끝을 뗀 순간 유진이에게로 집중되는 vibe 💚👑 #IVE #아이브 #ANYUJIN #안유진 #ROYAL,YUJIN,4000000,625000,4783,,9637,2022-12-26,https://www.tiktok.com/@ive.official/video/7181260712088587522
TIKTOK,7042165806716751106,"잘 봐 1, 2, 3, 4, 5, 6, 7 😝👇💕#IVE #아이브 #REI #레이 #LIZ #리즈#ELEVEN #ELEVENchallenge #일레븐챌린지 #다채로운쥐",REI/LIZ,4000000,479900,4429,,2609,2021-12-16,https://www.tiktok.com/@ive.official/video/7042165806716751106
TIKTOK,7516353149804776711,언니 좋은 아침☀️ 줄여서 언니 좋아♥️ #IVE #아이브 #アイヴ #REI #레이 #レイ #LEESEO #이서 #イソ,REI/LEESEO,3900000,444000,2987,,8508,2025-06-16,https://www.tiktok.com/@ive.official/video/7516353149804776711
TIKTOK,7464168254844472583,"Love me, hate me 🕶💘 #IVE #아이브 #アイヴ  #JANGWONYOUNG #장원영  #ジャンウォニョン #ウォニョン  #LIZ #리즈 #リズ  #LEESEO #이서 #イソ  #IVE_EMPATHY  #REBELHEART #IVE_REBELHEART  #ATTITUDE #IVE_ATTITUDE #NewMusic ",WONYOUNG/LIZ/LEESEO,3900000,538200,5153,,6924,2025-01-26,https://www.tiktok.com/@ive.official/video/7464168254844472583
TIKTOK,7346404946083990792,목욕송 필수템 아기 오리 🐣💙 #IVE #아이브 #アイヴ #REI #레이 #レイ,REI,3900000,632100,6770,,7995,2024-03-15,https://www.tiktok.com/@ive.official/video/7346404946083990792
TIKTOK,7331900805458431250,🎸🤘🌃 #AllNightChallenge with #YB #윤도현 #IVE #아이브 #アイヴ #IVExSaweetie #IVEAllNight #AllNight #PopGoRock #NEWMUSIC,GROUP/UNKNOWN,3900000,415900,2551,,1001,2024-02-05,https://www.tiktok.com/@ive.official/video/7331900805458431250
TIKTOK,7240350510702677249,Somebody like REI 🌊 #WAVEchallenge #WAVE #IVE #아이브 #アイヴ #REI #레이 #レイ #JAPAN1stEP,REI,3900000,397700,2535,,4704,2023-06-03,https://www.tiktok.com/@ive.official/video/7240350510702677249
TIKTOK,7235221636016786696,내 장점이 뭔지 알아 바로 ”연세대“인 거야💙🦅  #IVE #아이브 #アイヴ  #AfterLIKE #애프터라이크  #연세대학교 #아카라카,GROUP/UNKNOWN,3900000,547100,2619,,3623,2023-05-20,https://www.tiktok.com/@ive.official/video/7235221636016786696
TIKTOK,7217789193190132994,"Peach, Peach, Peach, Peach, Peach, Peach 🍑🎀  #Kitsch #KitschChallenge #키치챌린지 #IVE #아이브 #REI #레이 #IveIVE #아이해브아이브",REI,3900000,564300,3372,,7073,2023-04-03,https://www.tiktok.com/@ive.official/video/7217789193190132994
TIKTOK,7212628045570624786,"IT’S OUR TIME, KITSCH Pre-release Single [Kitsch] 2023.03.27 6PM (KST) #IVE #아이브 #アイヴ #IveIVE #아이해브아이브 #Kitsch",GROUP/UNKNOWN,3900000,620000,8817,,16300,2023-03-20,https://www.tiktok.com/@ive.official/video/7212628045570624786
TIKTOK,7191803430497750274,한국말 하는 깜냥이 🐈‍⬛  #IVE #아이브 #LIZ #리즈 ,LIZ,3900000,390200,10500,,8299,2023-01-23,https://www.tiktok.com/@ive.official/video/7191803430497750274
TIKTOK,7181020067834907906,We Wish You A Merry Christmas And a Happy 우당탕즈 Year 👼🏻🤍🎄 #AfterLIKE #애프터라이크 #IVE #아이브 #REI #레이 #LEESEO #이서 #Christmas #크리스마스,REI/LEESEO,3900000,541200,8170,,8441,2022-12-25,https://www.tiktok.com/@ive.official/video/7181020067834907906
TIKTOK,7140112618223602946,L 다음 또 O 다음 난 원영이❣️ #IVE #아이브 #AfterLIKE #애프터라이크 #JANGWONYOUNG #장원영 #AfterLIKEchallenge #애프터라이크챌린지,WONYOUNG,3900000,670100,6370,,3963,2022-09-06,https://www.tiktok.com/@ive.official/video/7140112618223602946
TIKTOK,7135325490398661889,유후티비〰💛🌼🍋🔅 #IVE #아이브 #AfterLIKE #애프터라이크 #LEESEO #이서 #AfterLIKEchallenge #애프터라이크챌린지 ,LEESEO,3900000,410000,3722,,4406,2022-08-24,https://www.tiktok.com/@ive.official/video/7135325490398661889
TIKTOK,7050739871241096449,찡끗찡끗😉😉💗#IVE #아이브 #REI #레이 #LIZ #리즈#ELEVEN #ELEVENchallenge #일레븐챌린지 #다채로운쥐,REI/LIZ,3900000,535900,5525,,2206,2022-01-08,https://www.tiktok.com/@ive.official/video/7050739871241096449
TIKTOK,7562472646118591751,🐹 낋이는 중 #IVE #아이브  #REI #레이 ,REI,3800000,670200,5026,,26700,2025-10-18,https://www.tiktok.com/@ive.official/video/7562472646118591751
TIKTOK,7345757308019903751,긱스터햄시크 🐹🕶 #IVE #아이브 #アイヴ #REI #레이 #レイ,REI,3800000,845300,11700,,11500,2024-03-13,https://www.tiktok.com/@ive.official/video/7345757308019903751
TIKTOK,7327123068428537106,We could do this all night! 🌙  #IVE #아이브 #アイヴ #IVExSaweetie #IVEAllNight #AllNight #PopGoRock #NEWMUSIC,GROUP/UNKNOWN,3800000,570500,3516,,3948,2024-01-23,https://www.tiktok.com/@ive.official/video/7327123068428537106
TIKTOK,7292596934143921415,𝐒𝐓𝐑𝐀𝐍𝐆𝐄𝐑하고 𝐃𝐀𝐍𝐆𝐄𝐑한 #SUNMI 선배님과의 #BaddieChallenge 🤪💜 #Baddie #IVE #아이브 #アイヴ #JANGWONYOUNG #장원영 #선미 #NewMusic ,WONYOUNG,3800000,424500,1949,,2873,2023-10-22,https://www.tiktok.com/@ive.official/video/7292596934143921415
TIKTOK,7192480630897184002,엄격한 녕선생님 🤭⁉️ #IVE #아이브 #JANGWONYOUNG #장원영  #AfterLIKE #애프터라이크 #AfterLIKEchallenge #애프터라이크챌린지,WONYOUNG,3800000,370600,6601,,4450,2023-01-25,https://www.tiktok.com/@ive.official/video/7192480630897184002
TIKTOK,7601084278675410184,❤️‍🔥 #IVE #REI  #REVIVE_PLUS  #ValentinoSpeculaMundi  #ValentinoHauteCouture ,REI,3700000,703000,6233,,56700,2026-01-30,https://www.tiktok.com/@ive.official/video/7601084278675410184
TIKTOK,7486780385465093394,𝘑𝘐𝘕𝘕𝘠 𝘑𝘐𝘕𝘕𝘠 𝘑𝘐𝘕𝘕𝘠 𝘠𝘜𝘑𝘐𝘕𝘕𝘠 #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン ,YUJIN,3700000,566700,4701,,8413,2025-03-28,https://www.tiktok.com/@ive.official/video/7486780385465093394
TIKTOK,7482963285919288584,아이브의 막내로 산다는 건 …😵‍💫 #IVE #아이브 #アイヴ #ANYUJIN #안유진  #アンユジン #ユジン #REI #레이 #レイ #LIZ #리즈 #リズ #LEESEO #이서 #イソ,YUJIN/REI/LIZ/LEESEO,3700000,488700,5302,,10000,2025-03-18,https://www.tiktok.com/@ive.official/video/7482963285919288584
TIKTOK,7449256994029964552,GO 밥심즈 🐊❕ #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #GAEUL #가을 #ガウル #REI #레이 #レイ,YUJIN/REI/GAEUL,3700000,350700,3530,,4063,2024-12-17,https://www.tiktok.com/@ive.official/video/7449256994029964552
TIKTOK,7370625177224334610,Gonna make DIVE crazy 😈🪄 #AccendioChallenge #아센디오챌린지 #Accendio #아센디오 #IVE #아이브 #アイヴ #2ndEP #IVE_SWITCH #NewMusic ,GROUP/UNKNOWN,3700000,152400,1248,,1456,2024-05-19,https://www.tiktok.com/@ive.official/video/7370625177224334610
TIKTOK,7232928974186286343,LIZ Ride the W-A-V-E 🎾  #WAVEchallenge #WAVE #IVE #아이브 #アイヴ #LIZ #리즈 #リズ #JAPAN1stEP,LIZ,3700000,361400,2894,,3930,2023-05-14,https://www.tiktok.com/@ive.official/video/7232928974186286343
TIKTOK,7520938445305367815,가을 고양이가 돼 𝕞𝕖𝕠𝕨 🐈 #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル ,GAEUL,3600000,522800,6024,,11500,2025-06-28,https://www.tiktok.com/@ive.official/video/7520938445305367815
TIKTOK,7507462726038457607,"i love u, baby ( ⸍ɞ̴̶̷ ·̫ ɞ̴̶̷⸌ )♡ #IVE #아이브 #アイヴ #REI #레이 #レイ",REI,3600000,636800,5233,,16700,2025-05-23,https://www.tiktok.com/@ive.official/video/7507462726038457607
TIKTOK,7496422511630880007,🪥✨ #IVE #아이브 #アイヴ #REI #레이 #レイ #LEESEO #이서 #イソ ,REI/LEESEO,3600000,363300,2587,,5102,2025-04-23,https://www.tiktok.com/@ive.official/video/7496422511630880007
TIKTOK,7474459511806381330,폭주제비와 명창기니 앞으로도 기대하쇼쇼쇼  #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル #LIZ #리즈 #リズ #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART #ATTITUDEchallenge #NewMusic #폭주기니 #폭주기니챌린지,GAEUL/LIZ,3600000,455500,2875,,7091,2025-02-23,https://www.tiktok.com/@ive.official/video/7474459511806381330
TIKTOK,7464182285739330823,영원을 바라는 사이보단 𝐟𝐨𝐫𝐞𝐯𝐞𝐫 𝟏𝐕𝐄 ⭑·⁺ ⊹ #IVE #아이브 #アイヴ  #IVE_EMPATHY #REBELHEART #IVE_REBELHEART #ATTITUDE #IVE_ATTITUDE #REBELHEART_challenge #NewMusic ,GROUP/UNKNOWN,3600000,444100,2834,,3190,2025-01-26,https://www.tiktok.com/@ive.official/video/7464182285739330823
TIKTOK,7464100657717366024,BREAK FREE❕️with @zb1_official #한유진 (EASY VER.) #IVE #아이브 #アイヴ #LEESEO #이서 #イソ #ZB1 #HANYUJIN #IVE_EMPATHY #REBELHEART #IVE_REBELHEART #REBELHEARTchallenge #NewMusic,YUJIN/LEESEO,3600000,483700,3762,,6600,2025-01-26,https://www.tiktok.com/@ive.official/video/7464100657717366024
TIKTOK,7463814410348416274,𝓝𝓸 𝓯𝓪𝓵𝓵  #IVE #아이브 #アイヴ  #GAEUL #가을 #ガウル #IVE_EMPATHY #REBELHEART #IVE_REBELHEART #ATTITUDE #IVE_ATTITUDE,GAEUL,3600000,673300,5722,,14800,2025-01-25,https://www.tiktok.com/@ive.official/video/7463814410348416274
TIKTOK,7424393854373170439,포포는 강쥐 🐕 #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン,YUJIN,3600000,303900,4287,,6251,2024-10-11,https://www.tiktok.com/@ive.official/video/7424393854373170439
TIKTOK,7387339426441088274,👸🤎 #IVE #아이브 #アイヴ  #REI #레이 #レイ ,REI,3600000,839000,10600,,18600,2024-07-03,https://www.tiktok.com/@ive.official/video/7387339426441088274
TIKTOK,7359082813041167624,꽁꽁 얼어붙은 한강 위로 고양이가 미인 🧊🐈 #IVE #아이브 #アイヴ #LIZ #리즈 #リズ,LIZ,3600000,476000,4120,,6230,2024-04-18,https://www.tiktok.com/@ive.official/video/7359082813041167624
TIKTOK,7335688755723996424,IVE THE 1ST WORLD TOUR <SHOW WHAT I HAVE> in OSAKA (Outfit Change) #IVE #아이브 #アイヴ #JANGWONYOUNG #장원영 #ジャンウォニョン #ウォニョン #SHOW_WHAT_I_HAVE #IVE_WORLD_TOUR ,WONYOUNG,3600000,428300,2986,,3343,2024-02-15,https://www.tiktok.com/@ive.official/video/7335688755723996424
TIKTOK,7331529689024007442,😎🏫🌃 #AllNightChallenge with #PsickUniv #피식대학 #IVE #아이브 #アイヴ #REI #레이 #レイ #JANGWONYOUNG #장원영  #ジャンウォニョン #ウォニョン #IVExSaweetie #IVEAllNight #AllNight #PopGoRock #NEWMUSIC,WONYOUNG/REI,3600000,340800,1960,,917,2024-02-04,https://www.tiktok.com/@ive.official/video/7331529689024007442
TIKTOK,7294849170328849672,얘들아〰️ 아래 층 집에서 올라온다〰️ (부제: 슬릭백 첫 번째 시도 절망편) #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル #REI #레이 #レイ #LIZ #리즈 #リズ #LEESEO #이서 #イソ #1stEP #IVEMINE #Eitherway #OfftheRecord #Baddie #slickback ,REI/GAEUL/LIZ/LEESEO,3600000,396000,3135,,2603,2023-10-28,https://www.tiktok.com/@ive.official/video/7294849170328849672
TIKTOK,7278296359214517511,스모크 혹시 늦었어요..?  #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #1stEP #IVEMINE #Eitherway #OfftheRecord #Baddie #smokechallenge #스모크챌린지,YUJIN,3600000,442700,4716,,9832,2023-09-13,https://www.tiktok.com/@ive.official/video/7278296359214517511
TIKTOK,7239979810120797458,Somebody like GAEUL 🌊 #WAVEchallenge #WAVE #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル #JAPAN1stEP ,GAEUL,3600000,355300,2190,,4135,2023-06-02,https://www.tiktok.com/@ive.official/video/7239979810120797458
TIKTOK,7222234416125414657,주허니왓리즈🐝 #몬스타엑스 #주헌 선배님과 #IAMchallenge CUTE ver. 💛 #아이엠챌린지 #IAM #아이엠 #IVE #아이브 #LIZ #리즈 #IveIVE #아이해브아이브,LIZ,3600000,379400,2162,,2206,2023-04-15,https://www.tiktok.com/@ive.official/video/7222234416125414657
TIKTOK,7143433978651954434,첫 번째 도전 😵‍💫 #IVE #아이브 #AfterLIKE #애프터라이크 #GAEUL #가을 #LEESEO #이서 #IVE_OFF,GAEUL/LEESEO,3600000,450700,3054,,1703,2022-09-15,https://www.tiktok.com/@ive.official/video/7143433978651954434
TIKTOK,7116384099178171650,리즈가 보내는 Peace and Love 💘 #DearCupidchallenge #디어큐피드챌린지 #IVE #아이브 #LIZ #리즈 #LOVEDIVE #러브다이브,LIZ,3600000,645600,9933,,6890,2022-07-04,https://www.tiktok.com/@ive.official/video/7116384099178171650
TIKTOK,7095276327426723073,LOVE DIVE 💘🤿#LOVEDIVEchallenge #러브다이브챌린지 #IVE #아이브 #GAEUL #가을 #JANGWONYOUNG #장원영 #LEESEO #이서 #LOVEDIVE #러브다이브,WONYOUNG/GAEUL/LEESEO,3600000,448300,3404,,1838,2022-05-08,https://www.tiktok.com/@ive.official/video/7095276327426723073
TIKTOK,7086666431038835970,두 눈으로 확인해 👀#LOVEDIVEchallenge #러브다이브챌린지 #IVE #아이브 #LEESEO #이서 #LOVEDIVE #러브다이브,LEESEO,3600000,387200,3358,,1455,2022-04-15,https://www.tiktok.com/@ive.official/video/7086666431038835970
TIKTOK,7602607196769144082,𝑆ℎ𝑎𝑘𝑖𝑛𝑔 𝑚𝑦 ℎ𝑒𝑎𝑑 𝑇ℎ𝑖𝑠 𝑖𝑠 𝑰𝑽𝑬 𝒘𝒂𝒚 #IVE #아이브 #BANGBANG #IVE_BANGBANG  #BANGBANGchallenge,GROUP/UNKNOWN,3500000,471300,4247,,18100,2026-02-03,https://www.tiktok.com/@ive.official/video/7602607196769144082
TIKTOK,7492248006113201426,혼자가 아닌 둘이기니 🪽✨ with #RedVelvet #조이 @Red Velvet  #IVE #아이브 #アイヴ #REI #레이 #レイ #레드벨벳 #JOY #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART #ATTITUDEchallenge #NewMusic #폭주기니 #폭주기니챌린지,REI,3500000,587800,4112,,11000,2025-04-12,https://www.tiktok.com/@ive.official/video/7492248006113201426
TIKTOK,7469388001865518343,우당탕탕 cooking time 🍳 #IVE #아이브 #アイヴ  #REI #레이 #レイ #LEESEO #이서 #イソ #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART,REI/LEESEO,3500000,547900,3700,,14100,2025-02-09,https://www.tiktok.com/@ive.official/video/7469388001865518343
TIKTOK,7411171105165217032,우리가 가진 사랑을 보여줄게 🩷💜 #IVE #아이브 #アイヴ #SHOW_WHAT_I_HAVE #SHOW_WHAT_I_HAVE_ENCORE #IVE_WORLD_TOUR ,GROUP/UNKNOWN,3500000,453800,5609,,6086,2024-09-05,https://www.tiktok.com/@ive.official/video/7411171105165217032
TIKTOK,7364370883009465608,한입에 영리즈 삼킬 때야🫶💖  [EVENT] 아이브랑 챌린지 만들고 놀 사람 🙋 댄스? 상황극? 일상? 어떤 영상이든 👌 이번 주 가장 인기인 해야 (HEYA) 챌린지엔 아이브가 직접 참여할게! 📢 참여 방법 1. 아이브 멤버들이 만든 챌린지 영상을 구경한다. 2. 해야 (HEYA) 공식 음원을 써서 나만의 챌린지 영상을 찍는다. (어떤 장르도 👌)  *#챌린지메이커_해야 #ChallengeMaker_HEYA 해시태그는 필수! 3. 이번 주 인기 영상에 선정되어 아이브가 따라하길 기다린다!  *좋아요/댓글/공유가 많을수록 당첨 확률이 올라갑니다.  📢 참여 기간 : 5/2 ~ 5/9 #해야챌린지 #HEYAchallenge #해야 #HEYA #IVE #아이브 #アイヴ #JANGWONYOUNG #장원영 #ジャンウォニョン #ウォニョン #LIZ #리즈 #リズ #2ndEP #IVE_SWITCH #NewMusic ,WONYOUNG/LIZ,3500000,470900,3564,,4939,2024-05-02,https://www.tiktok.com/@ive.official/video/7364370883009465608
TIKTOK,7329072052726418695,🐶✌️✨ #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン,YUJIN,3500000,369300,3625,,7787,2024-01-28,https://www.tiktok.com/@ive.official/video/7329072052726418695
TIKTOK,7306469551858846994,"Don't stop, REI! 😘 #IVE #아이브 #アイヴ #REI #레이 #レイ",REI,3500000,477800,4743,,6338,2023-11-28,https://www.tiktok.com/@ive.official/video/7306469551858846994
TIKTOK,7273828947433999617,"Every Single Day, I'll be Missing You 🐕🧁 #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #HappyANYUJINday #9월_최대이벤트_안유진생일 🌟",YUJIN,3500000,336200,5630,,6936,2023-09-01,https://www.tiktok.com/@ive.official/video/7273828947433999617
TIKTOK,7245906262486043912,입에서 나는 소리 (어쨌든) 아님 🧀😽 #IVE #아이브 #アイヴ #LIZ #리즈 #リズ,LIZ,3500000,368900,3857,,3375,2023-06-18,https://www.tiktok.com/@ive.official/video/7245906262486043912
TIKTOK,7239608670353378568,Somebody like ANYUJIN 🌊 #WAVEchallenge #WAVE #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #JAPAN1stEP ,YUJIN,3500000,362300,2303,,4509,2023-06-01,https://www.tiktok.com/@ive.official/video/7239608670353378568
TIKTOK,7228914357940374802,HAVE WHAT WE WANT (MINIVE VER) https://youtu.be/hDx8RQsicys #IVE #아이브 #アイヴ  #MINIVE #미니브 #ミニヴ #강안지 #GANGANJI #달이 #DAL_E #나오리 #NAORI #체리 #CHERRY #치즈 #CHEEZ #이랑이 #ERANG_E,GROUP/UNKNOWN,3500000,369900,5112,,5829,2023-05-03,https://www.tiktok.com/@ive.official/video/7228914357940374802
TIKTOK,7178413853045296386,@IVE.official 님과 #듀엣   두콩츄😘💕  #IVE #아이브 #ANYUJIN #안유진 ,YUJIN,3500000,543300,4043,,5622,2022-12-18,https://www.tiktok.com/@ive.official/video/7178413853045296386
TIKTOK,7599980945097248008,다이브 마음 속에 콕 콕 콕 💘 #IVE #아이브  #LEESEO #이서,LEESEO,3400000,496200,8744,,118300,2026-01-27,https://www.tiktok.com/@ive.official/video/7599980945097248008
TIKTOK,7547640889364057351,"Jump Up, Super /ᐠ ˊᗜˋマ‎ ⸍꙳ #IVE #REI #IVE_SECRET  #XOXZ #IVE_XOXZ",REI,3400000,452600,1651,,8949,2025-09-08,https://www.tiktok.com/@ive.official/video/7547640889364057351
TIKTOK,7511273999100300552,👄🩷🩰🎀🖤🕶️🐈‍⬛ #IVE #아이브 #アイヴ #REI #레이 #レイ,REI,3400000,510600,4195,,11700,2025-06-02,https://www.tiktok.com/@ive.official/video/7511273999100300552
TIKTOK,7471212656658091271,𝑺𝒖𝒑𝒆𝒓𝒔𝒕𝒂𝒓 𝑲𝒂𝒘𝒂𝒊𝒌𝒂𝒓𝒂 ♥️ #IVE #아이브 #アイヴ  #JANGWONYOUNG #장원영  #ジャンウォニョン #ウォニョン #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART,WONYOUNG,3400000,405500,3157,,9081,2025-02-14,https://www.tiktok.com/@ive.official/video/7471212656658091271
TIKTOK,7464872556475075858,KONG KONG KONG 💓 #IVE #아이브 #アイヴ  #REI #레이 #レイ #LIZ #리즈 #リズ #IVE_EMPATHY #ATTITUDE #IVE_ATTITUDE #REBELHEART #IVE_REBELHEART,REI/LIZ,3400000,446400,6146,,24100,2025-01-28,https://www.tiktok.com/@ive.official/video/7464872556475075858
TIKTOK,7363539732724239632,이미 유진이가 이긴 패야🌞 #해야챌린지 #HEYAchallenge #해야 #HEYA #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #2ndEP #IVE_SWITCH #NewMusic ,YUJIN,3400000,344400,1358,,3704,2024-04-30,https://www.tiktok.com/@ive.official/video/7363539732724239632
TIKTOK,7346450763138206983,리즈 안부를 묻는 누군가 있거든 전해줘 걔는 홀씨가 됐다구 🌬️ #IVE #아이브 #アイヴ #LIZ #리즈 #リズ #HolssiChallenge,LIZ,3400000,470300,3968,,3823,2024-03-15,https://www.tiktok.com/@ive.official/video/7346450763138206983
TIKTOK,7330787392237866258,🐾🐣💗 #IVE #아이브 #アイヴ #IVExSaweetie #IVEAllNight #AllNight #PopGoRock #NEWMUSIC ,GROUP/UNKNOWN,3400000,245600,1633,,1568,2024-02-02,https://www.tiktok.com/@ive.official/video/7330787392237866258
TIKTOK,7327896549395139858,"앞에서 봐도, 옆에서 봐도 예쁜 여성💄 1위 ""가을"" 선배 #IVE #아이브 #アイヴ #GAEUL #가을 #ガウル",GAEUL,3400000,370800,4671,,5357,2024-01-25,https://www.tiktok.com/@ive.official/video/7327896549395139858
TIKTOK,7308614956142873858,どうでもいいような 夜だけど 🌃⭐ #이마세 @imase119 님과 #BaddieChallenge  #Baddie #IVE #아이브 #アイヴ #REI #레이 #レイ #imase,REI,3400000,315400,1118,,1263,2023-12-04,https://www.tiktok.com/@ive.official/video/7308614956142873858
TIKTOK,7295578779424951560,왜 이래? 폴더즈를 사랑하면서 #IVE #아이브 #アイヴ #ANYUJIN #안유진 #アンユジン #ユジン #GAEUL #가을 #ガウル #1stEP #IVEMINE #Eitherway #OfftheRecord #Baddie ,YUJIN/GAEUL,3400000,494800,5253,,6995,2023-10-30,https://www.tiktok.com/@ive.official/video/7295578779424951560
TIKTOK,7294606806888828167,#RIIZE #ANTON 님과 함께한 Get A #BaddieChallenge 🧡 #Baddie #IVE #아이브 #アイヴ #GAEUL #가을 #라이즈 #앤톤 #NewMusic ,GAEUL,3400000,500800,3631,,5238,2023-10-27,https://www.tiktok.com/@ive.official/video/7294606806888828167
